first_name,last_name,hire_date
Kristian,Ellozy,17/05/1986
Deborah,Onuegbe,26/11/1986
Rutger,Danley,12/09/1986
Teunis,Morris,25/07/1986
Dipankar,Baba,29/01/1986
Barry,Thebaut,13/04/1986
Sven,Wolniewicz,17/09/1986
Ingmar,Vuskovic,30/11/1986
Bader,Barriga,15/03/1986
Sampalli,Srimani,28/05/1986
Nitsan,Llado,20/01/1986
Laurentiu,Luders,14/04/1986
Lobel,Candan,30/09/1986
Gurbir,Pluym,25/02/1986
Takushi,Birrer,9/07/1986
Morrie,Smailagic,15/02/1986
Zita,Maginnis,1/05/1986
Uinam,Bridgland,20/06/1986
Weiru,Isaac,24/05/1986
Mikhail,Dengi,28/12/1986
Prasadram,Skafidas,20/09/1986
Pranav,Stenning,3/10/1986
Eckart,Rothenberg,19/02/1986
Pohua,Deyuan,8/08/1986
Quingbo,Birnbaum,23/04/1986
Zdislav,Kamble,25/04/1986
Jianhua,Taubenfeld,3/06/1986
Tadahiro,Bade,24/04/1986
Saniya,Journel,7/03/1986
Maren,Kieras,5/10/1986
Pohua,Fordan,8/11/1986
Sigeru,Perry,28/01/1986
Dipayan,Polajnar,18/12/1986
Juichirou,Gini,5/12/1986
Stabislas,Seghrouchni,28/10/1986
Heng,Hiyoshi,14/04/1986
Koldo,Barreiro,21/08/1986
Yongmao,Pollock,1/09/1986
Mamdouh,Suessmith,12/03/1986
Dmitry,Speckmann,29/12/1986
Leaf,Stanger,14/08/1986
Denny,Murtafg,24/10/1986
Tomoyuki,Dratva,18/11/1986
Rosine,Validov,19/09/1986
Ekawit,Luca,29/06/1986
Ewing,Bruckman,7/02/1986
Alper,Syang,1/08/1986
Tomokazu,Vilarrasa,1/02/1986
Feiyu,Kavanagh,18/03/1986
Dannz,Conia,5/09/1986
Kayoko,Hiltgen,27/09/1986
Nigel,Hatcliff,17/02/1986
Shunichi,Zedlitz,9/06/1986
Aris,Rissland,8/04/1986
Alejandra,Iisaku,29/03/1986
Mang,Cappelletti,16/09/1986
Mikhail,Pappas,13/04/1986
Mona,Tagansky,17/09/1986
Mechthild,Waleschkowski,19/05/1986
Ibibia,Marletta,22/06/1986
Diederik,Babb,7/04/1986
Serenella,Vuskovic,27/05/1986
IEEE,Claffy,27/12/1986
Almudena,DasSarma,12/01/1986
Fei,Casley,20/07/1986
Hatsukazu,Waleschkowski,1/11/1986
Mostafa,Middleton,15/10/1986
Marsal,Chenney,5/03/1986
Srinidhi,Muntz,30/03/1986
Tooru,Kropatsch,26/04/1986
Mang,Menhardt,5/09/1986
Jayesh,Axelband,30/06/1986
Yaghout,Kaltofen,14/01/1986
Houman,Gruenwald,30/01/1986
Kayoko,Benveniste,16/12/1986
Shaunak,Riexinger,4/12/1986
Pintsang,Docker,3/02/1986
Leon,Rothenberg,14/03/1986
Heng,Rabejac,19/05/1986
Aamod,Shumilov,19/02/1986
Taiji,Lamma,3/04/1986
Serif,Serov,13/08/1986
Sanjeeva,Cromarty,30/07/1986
Shietung,Pillow,12/02/1986
Yifei,Karner,28/12/1986
Mara,Curless,9/01/1986
Lokesh,Maquelin,1/11/1986
Maja,Ruther,13/03/1986
Khoa,Wendorf,2/01/1986
Shuzo,Bernatsky,26/06/1986
King,Monkewich,18/06/1986
Akeno,Zeleznik,1/08/1986
Weiyi,Ramaiah,27/01/1986
Gill,Ducloy,17/01/1986
Satosi,Tagansky,8/01/1986
Xianlong,Garnick,14/01/1986
Bedir,McFarlin,14/01/1986
Vishu,Liesche,15/02/1986
Macha,Ciolek,10/05/1986
Pranjal,Condotta,17/07/1986
Surveyors,Ferretti,6/09/1986
Temple,Barvinok,13/08/1986
Breannda,Stasinski,11/01/1986
Valery,Menyhert,4/10/1986
Susanna,Valette,3/02/1986
Gao,Gide,16/09/1986
Lucian,Chinin,11/11/1986
Chenyi,Stanfel,24/02/1986
Arto,Sidhu,20/08/1986
Susuma,Lodder,15/10/1986
Raimond,Vandervoorde,28/03/1986
Visit,Murtafg,27/09/1986
Palash,Rosen,28/12/1986
Shigehito,Sidje,18/04/1986
Halsur,Perng,14/01/1986
Xiaopeng,Bondorf,21/12/1986
Huai,Yoshimura,6/08/1986
Kousuke,Figueira,27/06/1986
Morris,Sethi,6/10/1986
Kiam,Miculan,11/08/1986
Jianwen,Schwaller,24/09/1986
Shaunak,Chappelet,19/01/1986
Genta,Kalafatis,15/01/1986
Kazuhide,Klassen,26/12/1986
Toshimi,Takanami,27/12/1986
Christfried,Miculan,27/10/1986
Domenico,Brookner,31/08/1986
Adam,Salverda,16/09/1986
Mohit,Lakshmanan,19/10/1986
Juyoung,Lund,12/03/1986
Yuqun,Ventosa,7/05/1986
Weiwu,Setlzner,26/04/1986
Otilia,Mandelberg,20/03/1986
Yoshinari,Schapiro,27/07/1986
Candida,Pulkowski,27/06/1986
Waiman,Miyakawa,2/09/1986
Hatim,Paludetto,23/03/1986
Dzung,Apsitis,2/03/1986
Shounak,Kalloufi,29/06/1986
Basim,Ghazalie,14/08/1986
Aamer,Crabtree,19/10/1986
Denis,Felcyn,9/11/1986
Haldun,Suppi,23/10/1986
Jeane,Baik,1/11/1986
Fun,Herbst,23/12/1986
Yucai,Wrigley,9/11/1986
Arnould,Peroz,21/09/1986
Lidong,Shigei,25/04/1986
Jolita,Casperson,12/08/1986
Mandell,Couchot,14/08/1986
Hyuckchul,Lemarechal,15/01/1986
Yaghout,Worfolk,8/07/1986
Piyush,Glowinski,4/06/1986
Stella,Yurek,10/03/1986
Xumin,Schahn,25/09/1986
Hailing,Demri,1/08/1986
Genevieve,Koblitz,4/02/1986
Oddvar,Scharstein,16/03/1986
Alain,Hettesheimer,10/12/1986
Christophe,Wilfing,11/05/1986
Pragnesh,Koprowski,30/03/1986
Sashi,Nyrup,19/11/1986
Garnet,Casperson,24/12/1986
Valeska,Pollock,27/11/1986
Chikako,Erez,26/02/1986
Gregory,Krohm,28/11/1986
Jinya,Kumaresan,23/04/1986
Caolyn,Schmittgen,4/10/1986
Conal,Streng,6/05/1986
Tadahiko,Tsukuda,6/08/1986
Guiseppe,Curless,1/08/1986
Siddarth,Cmelik,15/06/1986
Kwan,Highland,8/12/1986
Youpyo,Puoti,19/03/1986
Collette,Fioravanti,21/07/1986
Roddy,Stanfel,15/04/1986
Dines,Conti,7/04/1986
Luerbio,Terkki,31/07/1986
Theron,Hofman,10/12/1986
Xumin,Munawer,22/06/1986
Constantine,Zschoche,26/04/1986
Kwok,Luca,25/02/1986
Maria,Figueira,3/01/1986
Pintsang,Yetto,28/04/1986
Samphel,Perfilyeva,14/11/1986
Sariel,Auria,5/02/1986
Youssef,Highland,13/01/1986
Syozo,Jonsson,16/11/1986
Elvia,Morrin,7/08/1986
Tsutomu,Danecki,3/10/1986
Kristina,Egerstedt,31/01/1986
Xinan,Sanella,12/01/1986
Henk,Sidhu,24/07/1986
Shigeu,Gronowski,14/01/1986
Fumiya,Taubenfeld,19/10/1986
Bilhanan,Sadowsky,12/11/1986
Ottavia,Carrere,9/11/1986
Aloke,Kalloufi,21/12/1986
Ewing,Serna,27/08/1986
Mohan,Zeidenstein,30/01/1986
Miquel,Reinhart,23/05/1986
Pantung,Rosch,24/10/1986
Jaroslava,Skafidas,19/01/1986
Dayanand,Seghrouchni,29/11/1986
Mats,Mahmud,30/07/1986
Baruch,Seuren,29/06/1986
Naftaly,Unni,6/03/1986
Tomoyuki,Birnbaum,19/09/1986
Berthier,Viele,19/04/1986
Ramya,Vilarrasa,12/03/1986
Narain,Terwilliger,3/12/1986
Duro,Herath,15/02/1986
Khalil,Nyanchama,26/08/1986
Chriss,Luke,6/07/1986
Przemyslawa,Kavanagh,22/01/1986
Wonhee,Chachaty,2/05/1986
Sahrah,Dratva,18/05/1986
Geraldo,McConalogue,17/04/1986
Abdulla,Papastamatiou,13/05/1986
Aris,Kaelbling,29/03/1986
Kankanahalli,Assaf,5/12/1986
Eirik,Casley,27/02/1986
Vivian,Montresor,9/12/1986
Khun,Hellwagner,17/12/1986
Niclas,Stanfel,14/04/1986
Qiwen,Hasenauer,26/08/1986
Mads,Stanfel,29/08/1986
Cedric,Streng,30/01/1986
Nimmagadda,Baak,14/01/1986
Constantine,Coors,23/01/1986
Maya,Stemann,30/08/1986
Tiina,Peir,27/03/1986
Uwe,Alvarado,17/07/1986
Bezalel,Redmiles,22/11/1986
Sailaja,DasSarma,25/09/1986
Baziley,Crabtree,6/09/1986
Neven,Zaccaria,29/09/1986
Padma,Hasham,25/05/1986
Gian,Range,8/05/1986
Arto,Bugaenko,11/01/1986
Giordano,Gunderson,18/12/1986
Neven,Cummings,12/11/1986
Taizo,Stamatiou,22/07/1986
Yonghoan,Dolinsky,16/04/1986
Doohun,Muhlberg,24/08/1986
Anwar,Erdmenger,22/08/1986
Kristin,Himler,15/07/1986
Nirmal,Jansen,14/08/1986
Susanna,Fioravanti,28/04/1986
Adel,Marchegay,9/09/1986
Luigi,Ladret,9/06/1986
Slavian,Lally,18/01/1986
Shan,Whitcomb,17/09/1986
Douadi,Demeyer,5/12/1986
Masoud,Hambrick,2/06/1986
Elrique,Salinas,14/04/1986
Kerryn,Maksimenko,13/01/1986
Trygve,Usery,9/08/1986
Billur,Badache,7/03/1986
Charmane,Speek,27/03/1986
Tze,Ecklund,19/05/1986
Rutger,Bahr,10/09/1986
Nigel,Trachtenberg,8/05/1986
Shigeaki,Lindqvist,6/08/1986
Uzi,Menhoudj,5/04/1986
Giordano,Honglei,11/01/1986
Sadegh,Albarhamtoshy,16/07/1986
Jayesh,Krybus,3/09/1986
Mikhail,Ranon,26/01/1986
Dharmaraja,Wynblatt,30/05/1986
Guiseppe,Matzke,30/01/1986
Jayesh,Lorho,9/12/1986
Feipei,Cheshire,17/08/1986
Uinam,Uehara,7/04/1986
Susanne,Arlazarov,25/09/1986
Mani,Lieblein,11/02/1986
Uma,Broder,22/11/1986
Leen,Ghalwash,8/09/1986
Charmane,Azulay,29/01/1986
Jeanne,Engberts,29/09/1986
Hideo,Furudate,30/01/1986
Teruyuki,Narahari,19/05/1986
Adel,Nanard,24/06/1986
Percy,Simmen,26/09/1986
Yechiam,Merel,4/08/1986
Adam,Keirsey,18/09/1986
Shem,Aloia,31/03/1986
Marc,Braunmuhl,5/11/1986
Doohun,Zielinski,22/01/1986
Frazer,Birch,31/12/1986
Moto,Bael,26/11/1986
Rosalie,Shrader,4/03/1986
Nadjib,Hebert,13/01/1986
Arlette,Sanella,12/08/1986
DeForest,Kushner,4/07/1986
Serge,Tchuente,26/07/1986
Khatoun,Mikschl,20/07/1986
Shao,Bakhtari,5/07/1986
Xiaoqiang,Bach,3/09/1986
Doowon,Cannane,30/04/1986
Tse,Blokdijk,26/12/1986
Stein,Zielinski,9/04/1986
Bader,Ozeri,25/10/1986
Isaac,Muntz,8/11/1986
Zhigen,Michaels,22/04/1986
Subhrajyoti,Tempesti,28/10/1986
Mantis,Engberts,13/02/1986
Nalini,Menyhert,31/08/1986
Ziya,Kolinko,31/01/1986
Claudi,Rosti,3/06/1986
Aleksander,Roccetti,1/03/1986
Masami,Harllee,14/11/1986
Toney,Garigliano,13/07/1986
Patricia,Rebaine,27/08/1986
Leszek,Magalhaes,22/11/1986
Kazuhiro,Mitzlaff,4/02/1986
Valeri,Scallan,31/08/1986
Martina,Granlund,4/11/1986
Xinan,Halloran,31/10/1986
Chaitali,Chenney,14/10/1986
Kristinn,Ermel,22/08/1986
Arnd,Belinskaya,20/05/1986
Susanne,Swen,3/03/1986
Alper,Peyn,31/07/1986
Demin,Nitta,24/07/1986
Mads,Vecchio,10/09/1986
Lucian,Ranze,17/07/1986
Dmitri,Verhoeff,4/12/1986
Hitofumi,Thibadeau,28/08/1986
Akeel,Kriebel,5/02/1986
Rasikan,Hanabata,30/01/1986
Kasturi,Jonsson,21/10/1986
Vitali,Zwicker,13/02/1986
Hitomi,Brattka,20/10/1986
Uno,Trumbly,1/05/1986
Khalil,Assaf,12/12/1986
Cordelia,Szemeredi,23/06/1986
Janalee,Wrigley,13/06/1986
Giao,Versino,29/08/1986
Boriana,Fandrianto,25/10/1986
Kiyotoshi,Holburn,11/09/1986
Premsyl,Farrow,14/04/1986
Kerhong,Ellozy,7/12/1986
Xuedong,Pargaonkar,9/03/1986
Tesuya,Alameldin,26/09/1986
Piyawadee,Sanella,29/10/1986
Tamiya,Sevcikova,25/01/1986
Munehiko,Hebden,21/11/1986
Marek,Hartvigsen,16/12/1986
Evgueni,Zuberek,23/06/1986
Frederique,Kakkar,30/06/1986
Heeju,Cappelletti,11/03/1986
Ashish,Nations,29/07/1986
Oldrich,Demizu,29/12/1986
Karsten,Rosti,29/11/1986
Lena,Schreiter,17/08/1986
Xiahua,Siprelle,23/10/1986
Shao,Journel,2/06/1986
Tze,Ducloy,31/10/1986
Kitty,Ponthieu,11/06/1986
Leaf,Bazzichi,1/06/1986
Jeanna,Asser,10/06/1986
Theirry,Farrar,23/10/1986
Werner,Roison,18/06/1986
Shigeaki,Chorvat,18/05/1986
Ishfaq,Qiwen,22/04/1986
Luigi,Bojadziev,4/08/1986
Martine,Takkinen,10/05/1986
Djenana,Serre,4/02/1986
Kwangsub,Dusink,10/12/1986
Narain,Besancenot,4/04/1986
Gor,Clemencon,10/06/1986
Vincent,Kriebel,30/08/1986
Janche,Aumann,22/10/1986
Weiwu,Delgrossi,26/02/1986
Hitofumi,Besancenot,4/08/1986
Mansur,Pauthner,21/09/1986
Basem,Perz,31/10/1986
Arno,Constantine,13/10/1986
Odoardo,Zyda,10/05/1986
Alejandra,dAstous,16/08/1986
Mart,Kitsuregawa,25/03/1986
Yuuichi,Lamparter,6/02/1986
Morrie,Azadmanesh,23/01/1986
Ung,Nitto,18/02/1986
Zejun,Thiria,30/11/1986
Zito,Gulla,24/04/1986
Hilary,Bael,15/09/1986
Stepehn,Kusalik,7/06/1986
Angel,Cairo,10/03/1986
Mantis,Petereit,20/06/1986
Abdelkader,Ramamoorthy,27/06/1986
Jaber,Chimia,16/01/1986
Christophe,Meriste,4/08/1986
Chinho,Strehl,15/10/1986
Mitchel,Pargaonkar,14/12/1986
Yaghout,Swick,17/11/1986
Barun,Range,14/01/1986
Tadahiko,Riefers,20/09/1986
Stella,Erev,10/06/1986
Abdulla,Marshall,5/07/1986
Takanari,Wolniewicz,5/03/1986
Kristina,Stille,31/10/1986
Xiaoqiang,Berendt,19/02/1986
Suzette,Lukaszewicz,25/12/1986
Pradeep,Ratnakar,19/06/1986
Jacopo,Trogemann,1/02/1986
Harngdar,Peot,28/09/1986
Billie,Waleschkowski,15/05/1986
Felicidad,Schmiedel,12/05/1986
Aloke,Hockney,30/07/1986
Chenxi,Welham,6/04/1986
Shan,Madeira,12/06/1986
Shuho,Roisin,6/01/1986
Sachio,Marrakchi,13/02/1986
Tianruo,Tyugu,20/02/1986
Toong,Kisuki,15/06/1986
Elzbieta,Awdeh,19/10/1986
Kayoko,Candan,24/09/1986
Tadahiro,Krider,26/09/1986
Duke,Rosis,30/04/1986
Weiru,Kalefeld,15/05/1986
Irene,Fujisaki,11/01/1986
Monique,Pileggi,11/05/1986
Mohan,Shobatake,30/10/1986
Subhrajyoti,Adachi,26/03/1986
Zsolt,Gulik,3/06/1986
Hailing,Ghemri,31/05/1986
Tsuneo,Naumovich,15/12/1986
Berni,Pena,3/09/1986
Venkatesan,Trumbly,13/03/1986
Amstein,Kulisch,21/03/1986
Goetz,Pulkowski,17/12/1986
Zhenhua,Stifter,4/11/1986
Licheng,Staylopatis,17/09/1986
Jacopo,Foote,3/09/1986
Martins,Farrow,15/02/1986
Marl,Albarhamtoshy,10/06/1986
Kazunori,Lueh,7/04/1986
Heejo,Gihr,5/07/1986
Niranjan,Akazan,7/08/1986
Sudharsan,Quadeer,7/10/1986
Almudena,Boudaillier,31/05/1986
Iara,Vigier,7/08/1986
Hein,Kalorkoti,11/01/1986
Adly,Ishibashi,3/07/1986
Jinya,Chinal,16/12/1986
Bernd,Lung,4/01/1986
Ayakannu,Danlos,26/07/1986
Mong,Schaar,16/07/1986
Van,Halloran,3/09/1986
Udi,Raczkowsky,4/09/1986
Kwok,Heinisuo,11/04/1986
Emdad,Uhrik,15/02/1986
Make,Kleiser,1/09/1986
Saeed,Ranta,2/11/1986
Honglan,Highland,1/12/1986
Franziska,Zlotek,4/05/1986
Divier,Morrey,13/08/1986
Manohar,Harllee,29/05/1986
Divine,Muntz,11/12/1986
Bikash,Matzke,30/01/1986
Raimond,Syrzycki,17/04/1986
Djenana,Soloway,8/01/1986
Moheb,Itschner,31/12/1986
Seshu,Nitsch,1/08/1986
Yinghua,Brandsma,24/12/1986
Chenxi,Tagansky,10/04/1986
Ipke,Bala,7/02/1986
Greger,Demizu,19/11/1986
Herbert,Doering,22/02/1986
Piyush,Luon,23/12/1986
Yechiam,Luit,17/01/1986
Shuichi,Demke,9/09/1986
Seongbin,Hofstetter,6/08/1986
Urs,Schwartzburd,13/10/1986
Saddek,Murtha,23/09/1986
Minghong,Nitsche,16/01/1986
Guadalupe,McClurg,21/08/1986
Neelam,Barinka,22/07/1986
Kendra,Denis,24/01/1986
Lijie,Kroha,24/08/1986
Pranjal,Sudkamp,29/03/1986
Jaber,Saoudi,21/03/1986
Remzi,Mateescu,17/11/1986
Ingmar,Merli,9/10/1986
Jiann,Gire,13/03/1986
Girolamo,Smailagic,5/02/1986
Arch,Thebaut,12/01/1986
Christophe,Zaccaria,31/03/1986
Panayotis,Tyugu,26/09/1986
Badri,Biran,18/11/1986
Isaac,Schaap,12/10/1986
Demos,Nishimukai,21/12/1986
Mohan,Basart,31/01/1986
Fusako,Hiraishi,19/09/1986
Eirik,Schonegge,26/08/1986
Taiji,Taubman,27/08/1986
Fumitake,Solares,14/11/1986
Marsal,Rande,4/11/1986
Carrsten,Waleschkowski,13/12/1986
Anyuan,Atchley,17/04/1986
Hironobu,Stenning,8/11/1986
Alejandro,Bugrara,21/04/1986
Subir,Pluym,2/05/1986
Kotesh,Bernini,30/08/1986
Tzu,Tramer,30/03/1986
Miquel,Ladret,28/06/1986
Vishu,Spelt,20/05/1986
Mack,Wielonsky,10/09/1986
Maria,Aseltine,10/06/1986
Subbu,Falster,27/05/1986
Eben,Krichel,8/08/1986
Douadi,Fiebach,27/09/1986
Jianhua,Ritzmann,21/03/1986
Kenton,Frijda,19/07/1986
Aruna,Delgrande,15/12/1986
Arno,Kumaresan,9/04/1986
Marsja,Simmen,18/04/1986
Rosalyn,Pehl,17/11/1986
Weiye,Khalid,4/08/1986
Kaijung,Heystek,8/09/1986
Otilia,Impagliazzo,16/09/1986
Hideo,Rosin,14/01/1986
Zsolt,Dichev,24/08/1986
Haldon,Stassinopoulos,27/01/1986
Dietrich,Rahimi,10/10/1986
Pramod,Flowers,31/10/1986
Candido,Olivero,28/09/1986
Troy,Eiron,1/04/1986
Xudong,Hitomi,11/05/1986
Zine,Raney,10/05/1986
Bodo,Lores,8/03/1986
Teruyuki,Randi,8/08/1986
Nectarios,Viele,25/03/1986
Dmitry,Narahari,16/04/1986
Sarita,Zhang,26/06/1986
Danel,Barinka,14/02/1986
Ung,Argence,12/12/1986
Danco,Bael,21/12/1986
DeForest,Khasidashvili,15/08/1986
Kwangyoen,Kading,16/08/1986
Mariangiola,Setia,21/07/1986
Phillip,Castellani,3/01/1986
Kerhong,Harbusch,10/04/1986
Vishv,Ghazalie,25/03/1986
Leandro,Sridhar,18/10/1986
Sasan,Ozeki,22/09/1986
Rosalyn,Bennis,9/12/1986
Howell,Rajala,9/03/1986
Kiam,Zschoche,14/03/1986
Steve,Zastre,9/01/1986
Byong,Baranowski,3/12/1986
Arve,Fairtlough,23/06/1986
Taizo,England,12/08/1986
Ute,Kawashima,9/10/1986
Heping,Hanabata,2/05/1986
Garnik,Dredge,18/08/1986
Kristian,Pero,4/12/1986
Maria,Yurek,8/03/1986
Gina,Samarati,6/08/1986
Domenico,Gniady,8/11/1986
Pragnesh,Daescu,26/10/1986
Kazunori,Kavanagh,17/11/1986
Mahmut,Thorelli,9/12/1986
Adin,Laventhal,11/07/1986
Xiaocheng,Oxenboll,15/01/1986
Uli,Reutenauer,21/12/1986
Persi,Fordan,6/12/1986
Arunas,Vasanthakumar,26/08/1986
Alagu,Siprelle,3/10/1986
Sreekrishna,Henders,2/07/1986
Mountaz,Marchegay,21/01/1986
Suvo,Lanphier,29/08/1986
JoAnne,Falco,30/03/1986
Remko,Merel,11/11/1986
Rayond,Godskesen,25/05/1986
Kwangjo,Wroclawski,15/02/1986
Kamakshi,Cronau,24/04/1986
Nectarios,Baca,14/07/1986
Kenroku,Bala,27/12/1986
Teiji,Kobara,20/08/1986
Leaf,Penn,21/03/1986
Shmuel,Muchinsky,24/12/1986
Eberhardt,Uchoa,25/11/1986
Akhilish,Braunmuhl,20/05/1986
Krister,Bhattacharjee,17/04/1986
Chaosheng,Danley,29/12/1986
Adly,Heinisuo,30/11/1986
Shigehito,Flanders,7/07/1986
Dhritiman,Ramamoorthy,2/03/1986
Vitali,Wroclawski,9/07/1986
Godehard,Kisuki,18/04/1986
Kristine,Claffy,30/11/1986
Aloke,Billingsley,6/02/1986
Eldridge,Lores,15/11/1986
Lucien,Passino,13/11/1986
Ingemar,Zirintsis,11/08/1986
Chenyi,Yurov,27/09/1986
Hisao,Hiroyama,27/11/1986
Marjo,Krichel,4/08/1986
Fumiya,Cannard,29/03/1986
Xinglin,Penn,27/08/1986
Arnd,Naumovich,29/12/1986
Tran,Caine,12/08/1986
Yuichiro,Kawashima,7/02/1986
Jacqueline,Litzkow,9/12/1986
Ferdinand,Otillio,24/11/1986
Ennio,Bardell,17/02/1986
Monique,Munos,17/05/1986
Chiradeep,Plotkin,31/03/1986
Frederique,Erev,17/05/1986
Yagil,Osgood,11/04/1986
Zito,Coors,16/02/1986
Bartek,Beznosov,12/04/1986
Susanna,DeMori,10/07/1986
Caolyn,Peron,5/02/1986
Marc,Clouatre,23/10/1986
Elgin,Bondorf,14/10/1986
Anneke,Harnett,29/08/1986
Gor,Rijsenbrij,26/05/1986
Branimir,Benveniste,8/08/1986
Alper,Swab,20/11/1986
Constantine,Ranst,18/04/1986
Jagoda,Benveniste,2/06/1986
Yuuichi,Lieberherr,13/05/1986
Hideo,Lung,3/03/1986
Leon,Besselaar,8/09/1986
Arumugam,Chimia,10/12/1986
Eckart,Heusch,23/10/1986
Charlene,Narwekar,12/07/1986
Chaosheng,Bennis,10/09/1986
Martien,Casley,25/10/1986
Yurij,Hutton,2/03/1986
Shim,Luga,28/10/1986
Jiafu,Sanella,31/10/1986
Heeju,Ozeri,26/08/1986
Siddarth,Servieres,21/10/1986
Beshir,Baaleh,2/09/1986
Rajmohan,Aamodt,22/05/1986
Golgen,Lorcy,25/04/1986
Jixiang,Acton,24/04/1986
Amstein,Thombley,30/12/1986
Lucien,Schlenzig,13/10/1986
Basim,Ghelli,29/04/1986
Menkae,Schlumberger,25/02/1986
Przemyslawa,Beidas,26/10/1986
Cristinel,Paludetto,6/08/1986
Lihong,Serra,2/02/1986
Pramod,Leppanen,9/09/1986
Nishit,Manders,6/01/1986
Danai,Anick,25/06/1986
Subhada,Molberg,17/12/1986
Sedat,Gire,14/12/1986
Amabile,Eastman,5/10/1986
Narain,Jansen,3/01/1986
Genta,Melter,24/11/1986
Yoshimitsu,Rande,8/04/1986
Martien,Menhardt,20/06/1986
Teruyuki,Zuberek,12/09/1986
Jasminko,Ghelli,6/08/1986
Shan,Emmerich,21/07/1986
Hatem,Dechter,5/05/1986
Domenick,Laventhal,19/03/1986
Aral,Beutelspacher,24/12/1986
Alenka,Thorensen,30/10/1986
Jiakeng,Cummings,13/08/1986
Sreekrishna,Rodier,12/09/1986
Dulce,Baranowski,15/10/1986
Kyoichi,Hooghiemstra,12/05/1986
Chirstian,Ranft,7/01/1986
Vitaly,Poehlman,10/07/1986
Conal,Aloia,2/02/1986
Subhash,Manderick,20/12/1986
Yahiko,Cyne,14/08/1986
Dipayan,Scallan,18/11/1986
Saeed,Dayang,16/09/1986
Ortrun,Rajala,2/03/1986
Kwan,Narwekar,13/02/1986
Arlette,Templeman,13/01/1986
Gila,Gist,23/03/1986
Hongzhu,Norsworthy,11/08/1986
Shay,Kuhnemann,19/01/1986
Sachem,Saoudi,8/05/1986
Djelloul,Zongker,14/12/1986
Subir,Shumilov,1/01/1986
Hercules,Ranum,17/02/1986
Aris,Perelgut,12/03/1986
Leon,Baba,22/07/1986
Magy,Peltason,12/04/1986
Zdislav,Przulj,30/04/1986
Shahar,Hutton,16/09/1986
Barun,Renear,8/12/1986
Xudong,Cincotta,13/05/1986
Mizuhito,Glinert,2/07/1986
Ortrun,Openshaw,3/07/1986
Remzi,Nyanchama,22/02/1986
Goetz,Legleitner,10/11/1986
Kwangyoen,Guting,21/06/1986
Genki,Woycyznski,29/04/1986
Kiyokazu,Bultermann,26/12/1986
Paris,Weiland,21/06/1986
Sangeeta,Gien,20/09/1986
Gio,Spieker,27/01/1986
Tonny,Stenning,1/12/1986
Aran,Decaestecker,10/03/1986
Shaleah,Wuwongse,22/06/1986
Theron,Homond,1/01/1986
Steen,Schueller,28/01/1986
Charmane,McFarlin,3/02/1986
Yuqun,Fabrizio,8/08/1986
Naftaly,Matzen,17/10/1986
Charlene,Beilner,16/09/1986
Tesuro,Yamaashi,25/09/1986
Kenroku,Rosin,21/12/1986
Alper,Carrere,19/10/1986
Duangkaew,Rosis,25/05/1986
Suvo,Falck,31/10/1986
Dulce,Bellone,20/02/1986
Zhiwei,Lukaszewicz,16/09/1986
Tesuya,Selvestrel,23/02/1986
Pintsang,Flexer,6/06/1986
Radoslaw,Peron,18/03/1986
Danco,Waleschkowski,5/06/1986
Yuchang,Esposito,25/04/1986
Chikako,Pietrzykowski,2/03/1986
Tianruo,Kriebel,29/10/1986
Sverrir,Badache,9/04/1986
Feipei,Narlikar,2/06/1986
Vivian,Nishimukai,2/04/1986
Branimir,Stemann,26/12/1986
Marsha,Weiland,12/01/1986
Jeanna,Steinauer,19/04/1986
Subhada,Sifakis,10/05/1986
Sungwon,Cesareni,6/07/1986
Hitofumi,Yamaashi,12/02/1986
Candida,Wallrath,14/09/1986
Jaideep,Luon,29/10/1986
Shuzo,Sudkamp,24/03/1986
Laurentiu,Famili,11/01/1986
Kitty,Rusterholz,15/08/1986
Remmert,Baik,19/01/1986
Nakhoon,Heping,25/05/1986
Cheong,Hofstetter,28/03/1986
Kankanahalli,Wendorf,4/10/1986
Goa,Smeets,19/05/1986
Mohammad,Rodier,2/11/1986
Moss,Kranzdorf,7/02/1986
Van,Boreale,4/11/1986
Fox,Pashtan,29/08/1986
Conrado,Bage,6/12/1986
Koldo,Hoogerwoord,29/11/1986
Volkmar,Karlin,26/03/1986
Atreyi,Tzvieli,28/05/1986
Yuichiro,Taneja,16/08/1986
Mayuri,Provine,3/07/1986
Rajmohan,Mapelli,12/08/1986
Aris,Georg,1/10/1986
Tayeb,Zaumen,26/06/1986
Baziley,Thorensen,27/05/1986
Margareta,Swiss,18/07/1986
Hinrich,Hofting,24/09/1986
Xumin,Passafiume,26/05/1986
Pramod,Heemskerk,13/04/1986
Kristinn,Litzkow,17/12/1986
Conor,Flowers,17/11/1986
Youjian,Ratnakar,24/05/1986
Kitty,Genther,26/05/1986
Gunilla,Pepe,7/09/1986
Ekawit,Bahk,16/07/1986
Jessie,Kadhim,23/07/1986
Trygve,Valette,8/07/1986
Honglan,Morton,12/03/1986
Nahum,Puoti,20/02/1986
Willard,Zastre,29/08/1986
Yishay,Bouloucos,12/08/1986
Zsolt,Condotta,1/04/1986
Eldridge,Champarnaud,27/01/1986
Jouko,Sherertz,6/10/1986
Mart,Mattern,26/04/1986
Arvind,Herber,25/07/1986
Katsuo,Muhlberg,22/06/1986
Kerhong,Matzat,20/07/1986
